"""næring (SN2007)"";""kvartal"";""statistikkvariabel"";""08771: Ledige stillingar, etter næring (SN2007), kvartal og statistikkvariabel"""
"""41-43 Byggje- og anleggsverksemd"";""2014K3"";""Ledige stillingar (prosent)"";1,8"
"""41-43 Byggje- og anleggsverksemd"";""2014K3"";""Ledige stillingar, endring frå året før"";-300"
"""41-43 Byggje- og anleggsverksemd"";""2014K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""41-43 Byggje- og anleggsverksemd"";""2014K4"";""Ledige stillingar"";3200"
"""41-43 Byggje- og anleggsverksemd"";""2014K4"";""Ledige stillingar (prosent)"";1,4"
"""41-43 Byggje- og anleggsverksemd"";""2014K4"";""Ledige stillingar, endring frå året før"";-200"
"""41-43 Byggje- og anleggsverksemd"";""2014K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""41-43 Byggje- og anleggsverksemd"";""2015K1"";""Ledige stillingar"";3500"
"""41-43 Byggje- og anleggsverksemd"";""2015K1"";""Ledige stillingar (prosent)"";1,8"
"""41-43 Byggje- og anleggsverksemd"";""2015K1"";""Ledige stillingar, endring frå året før"";-1000"
"""41-43 Byggje- og anleggsverksemd"";""2015K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""41-43 Byggje- og anleggsverksemd"";""2015K2"";""Ledige stillingar"";6800"
"""41-43 Byggje- og anleggsverksemd"";""2015K2"";""Ledige stillingar (prosent)"";3,3"
"""41-43 Byggje- og anleggsverksemd"";""2015K2"";""Ledige stillingar, endring frå året før"";2400"
"""41-43 Byggje- og anleggsverksemd"";""2015K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,2"
"""41-43 Byggje- og anleggsverksemd"";""2015K3"";""Ledige stillingar"";3300"
"""41-43 Byggje- og anleggsverksemd"";""2015K3"";""Ledige stillingar (prosent)"";1,6"
"""41-43 Byggje- og anleggsverksemd"";""2015K3"";""Ledige stillingar, endring frå året før"";-700"
"""41-43 Byggje- og anleggsverksemd"";""2015K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""41-43 Byggje- og anleggsverksemd"";""2015K4"";""Ledige stillingar"";2300"
"""41-43 Byggje- og anleggsverksemd"";""2015K4"";""Ledige stillingar (prosent)"";1,1"
"""41-43 Byggje- og anleggsverksemd"";""2015K4"";""Ledige stillingar, endring frå året før"";-900"
"""41-43 Byggje- og anleggsverksemd"";""2015K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""41-43 Byggje- og anleggsverksemd"";""2016K1"";""Ledige stillingar"";3900"
"""41-43 Byggje- og anleggsverksemd"";""2016K1"";""Ledige stillingar (prosent)"";1,9"
"""41-43 Byggje- og anleggsverksemd"";""2016K1"";""Ledige stillingar, endring frå året før"";400"
"""41-43 Byggje- og anleggsverksemd"";""2016K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""41-43 Byggje- og anleggsverksemd"";""2016K2"";""Ledige stillingar"";3500"
"""41-43 Byggje- og anleggsverksemd"";""2016K2"";""Ledige stillingar (prosent)"";1,6"
"""41-43 Byggje- og anleggsverksemd"";""2016K2"";""Ledige stillingar, endring frå året før"";-3300"
"""41-43 Byggje- og anleggsverksemd"";""2016K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,7"
"""41-43 Byggje- og anleggsverksemd"";""2016K3"";""Ledige stillingar"";3900"
"""41-43 Byggje- og anleggsverksemd"";""2016K3"";""Ledige stillingar (prosent)"";1,8"
"""41-43 Byggje- og anleggsverksemd"";""2016K3"";""Ledige stillingar, endring frå året før"";600"
"""41-43 Byggje- og anleggsverksemd"";""2016K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""41-43 Byggje- og anleggsverksemd"";""2016K4"";""Ledige stillingar"";3800"
"""41-43 Byggje- og anleggsverksemd"";""2016K4"";""Ledige stillingar (prosent)"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2016K4"";""Ledige stillingar, endring frå året før"";1500"
"""41-43 Byggje- og anleggsverksemd"";""2016K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""41-43 Byggje- og anleggsverksemd"";""2017K1"";""Ledige stillingar"";3800"
"""41-43 Byggje- og anleggsverksemd"";""2017K1"";""Ledige stillingar (prosent)"";1,8"
"""41-43 Byggje- og anleggsverksemd"";""2017K1"";""Ledige stillingar, endring frå året før"";-100"
"""41-43 Byggje- og anleggsverksemd"";""2017K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""41-43 Byggje- og anleggsverksemd"";""2017K2"";""Ledige stillingar"";3800"
"""41-43 Byggje- og anleggsverksemd"";""2017K2"";""Ledige stillingar (prosent)"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2017K2"";""Ledige stillingar, endring frå året før"";400"
"""41-43 Byggje- og anleggsverksemd"";""2017K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""41-43 Byggje- og anleggsverksemd"";""2017K3"";""Ledige stillingar"";4800"
"""41-43 Byggje- og anleggsverksemd"";""2017K3"";""Ledige stillingar (prosent)"";2,1"
"""41-43 Byggje- og anleggsverksemd"";""2017K3"";""Ledige stillingar, endring frå året før"";900"
"""41-43 Byggje- og anleggsverksemd"";""2017K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""41-43 Byggje- og anleggsverksemd"";""2017K4"";""Ledige stillingar"";4400"
"""41-43 Byggje- og anleggsverksemd"";""2017K4"";""Ledige stillingar (prosent)"";1,8"
"""41-43 Byggje- og anleggsverksemd"";""2017K4"";""Ledige stillingar, endring frå året før"";600"
"""41-43 Byggje- og anleggsverksemd"";""2017K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""41-43 Byggje- og anleggsverksemd"";""2018K1"";""Ledige stillingar"";5200"
"""41-43 Byggje- og anleggsverksemd"";""2018K1"";""Ledige stillingar (prosent)"";2,3"
"""41-43 Byggje- og anleggsverksemd"";""2018K1"";""Ledige stillingar, endring frå året før"";1500"
"""41-43 Byggje- og anleggsverksemd"";""2018K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""41-43 Byggje- og anleggsverksemd"";""2018K2"";""Ledige stillingar"";5400"
"""41-43 Byggje- og anleggsverksemd"";""2018K2"";""Ledige stillingar (prosent)"";2,3"
"""41-43 Byggje- og anleggsverksemd"";""2018K2"";""Ledige stillingar, endring frå året før"";1600"
"""41-43 Byggje- og anleggsverksemd"";""2018K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,6"
"""41-43 Byggje- og anleggsverksemd"";""2018K3"";""Ledige stillingar"";5400"
"""41-43 Byggje- og anleggsverksemd"";""2018K3"";""Ledige stillingar (prosent)"";2,2"
"""41-43 Byggje- og anleggsverksemd"";""2018K3"";""Ledige stillingar, endring frå året før"";600"
"""41-43 Byggje- og anleggsverksemd"";""2018K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""41-43 Byggje- og anleggsverksemd"";""2018K4"";""Ledige stillingar"";4900"
"""41-43 Byggje- og anleggsverksemd"";""2018K4"";""Ledige stillingar (prosent)"";2"
"""41-43 Byggje- og anleggsverksemd"";""2018K4"";""Ledige stillingar, endring frå året før"";500"
"""41-43 Byggje- og anleggsverksemd"";""2018K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""41-43 Byggje- og anleggsverksemd"";""2019K1"";""Ledige stillingar"";5400"
"""41-43 Byggje- og anleggsverksemd"";""2019K1"";""Ledige stillingar (prosent)"";2,3"
"""41-43 Byggje- og anleggsverksemd"";""2019K1"";""Ledige stillingar, endring frå året før"";200"
"""41-43 Byggje- og anleggsverksemd"";""2019K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""41-43 Byggje- og anleggsverksemd"";""2019K2"";""Ledige stillingar"";6200"
"""41-43 Byggje- og anleggsverksemd"";""2019K2"";""Ledige stillingar (prosent)"";2,5"
"""41-43 Byggje- og anleggsverksemd"";""2019K2"";""Ledige stillingar, endring frå året før"";800"
"""41-43 Byggje- og anleggsverksemd"";""2019K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""41-43 Byggje- og anleggsverksemd"";""2019K3"";""Ledige stillingar"";5300"
"""41-43 Byggje- og anleggsverksemd"";""2019K3"";""Ledige stillingar (prosent)"";2,1"
"""41-43 Byggje- og anleggsverksemd"";""2019K3"";""Ledige stillingar, endring frå året før"";-100"
"""41-43 Byggje- og anleggsverksemd"";""2019K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""41-43 Byggje- og anleggsverksemd"";""2019K4"";""Ledige stillingar"";4200"
"""41-43 Byggje- og anleggsverksemd"";""2019K4"";""Ledige stillingar (prosent)"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2019K4"";""Ledige stillingar, endring frå året før"";-600"
"""41-43 Byggje- og anleggsverksemd"";""2019K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""41-43 Byggje- og anleggsverksemd"";""2020K1"";""Ledige stillingar"";5700"
"""41-43 Byggje- og anleggsverksemd"";""2020K1"";""Ledige stillingar (prosent)"";2,4"
"""41-43 Byggje- og anleggsverksemd"";""2020K1"";""Ledige stillingar, endring frå året før"";300"
"""41-43 Byggje- og anleggsverksemd"";""2020K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""41-43 Byggje- og anleggsverksemd"";""2020K2"";""Ledige stillingar"";4600"
"""41-43 Byggje- og anleggsverksemd"";""2020K2"";""Ledige stillingar (prosent)"";1,9"
"""41-43 Byggje- og anleggsverksemd"";""2020K2"";""Ledige stillingar, endring frå året før"";-1600"
"""41-43 Byggje- og anleggsverksemd"";""2020K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""41-43 Byggje- og anleggsverksemd"";""2020K3"";""Ledige stillingar"";4300"
"""41-43 Byggje- og anleggsverksemd"";""2020K3"";""Ledige stillingar (prosent)"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2020K3"";""Ledige stillingar, endring frå året før"";-1100"
"""41-43 Byggje- og anleggsverksemd"";""2020K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""41-43 Byggje- og anleggsverksemd"";""2020K4"";""Ledige stillingar"";4300"
"""41-43 Byggje- og anleggsverksemd"";""2020K4"";""Ledige stillingar (prosent)"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2020K4"";""Ledige stillingar, endring frå året før"";100"
"""41-43 Byggje- og anleggsverksemd"";""2020K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""41-43 Byggje- og anleggsverksemd"";""2021K1"";""Ledige stillingar"";5600"
"""41-43 Byggje- og anleggsverksemd"";""2021K1"";""Ledige stillingar (prosent)"";2,3"
"""41-43 Byggje- og anleggsverksemd"";""2021K1"";""Ledige stillingar, endring frå året før"";-100"
"""41-43 Byggje- og anleggsverksemd"";""2021K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""41-43 Byggje- og anleggsverksemd"";""2021K2"";""Ledige stillingar"";9000"
"""41-43 Byggje- og anleggsverksemd"";""2021K2"";""Ledige stillingar (prosent)"";3,7"
"""41-43 Byggje- og anleggsverksemd"";""2021K2"";""Ledige stillingar, endring frå året før"";4400"
"""41-43 Byggje- og anleggsverksemd"";""2021K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,7"
"""41-43 Byggje- og anleggsverksemd"";""2021K3"";""Ledige stillingar"";8200"
"""41-43 Byggje- og anleggsverksemd"";""2021K3"";""Ledige stillingar (prosent)"";3,2"
"""41-43 Byggje- og anleggsverksemd"";""2021K3"";""Ledige stillingar, endring frå året før"";3900"
"""41-43 Byggje- og anleggsverksemd"";""2021K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,5"
"""41-43 Byggje- og anleggsverksemd"";""2021K4"";""Ledige stillingar"";8500"
"""41-43 Byggje- og anleggsverksemd"";""2021K4"";""Ledige stillingar (prosent)"";3,3"
"""41-43 Byggje- og anleggsverksemd"";""2021K4"";""Ledige stillingar, endring frå året før"";4200"
"""41-43 Byggje- og anleggsverksemd"";""2021K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,5"
"""41-43 Byggje- og anleggsverksemd"";""2022K1"";""Ledige stillingar"";9300"
"""41-43 Byggje- og anleggsverksemd"";""2022K1"";""Ledige stillingar (prosent)"";3,6"
"""41-43 Byggje- og anleggsverksemd"";""2022K1"";""Ledige stillingar, endring frå året før"";3700"
"""41-43 Byggje- og anleggsverksemd"";""2022K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,3"
"""41-43 Byggje- og anleggsverksemd"";""2022K2"";""Ledige stillingar"";8500"
"""41-43 Byggje- og anleggsverksemd"";""2022K2"";""Ledige stillingar (prosent)"";3,3"
"""41-43 Byggje- og anleggsverksemd"";""2022K2"";""Ledige stillingar, endring frå året før"";-500"
"""41-43 Byggje- og anleggsverksemd"";""2022K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""41-43 Byggje- og anleggsverksemd"";""2022K3"";""Ledige stillingar"";7300"
"""41-43 Byggje- og anleggsverksemd"";""2022K3"";""Ledige stillingar (prosent)"";2,7"
"""41-43 Byggje- og anleggsverksemd"";""2022K3"";""Ledige stillingar, endring frå året før"";-900"
"""41-43 Byggje- og anleggsverksemd"";""2022K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""41-43 Byggje- og anleggsverksemd"";""2022K4"";""Ledige stillingar"";6800"
"""41-43 Byggje- og anleggsverksemd"";""2022K4"";""Ledige stillingar (prosent)"";2,6"
"""41-43 Byggje- og anleggsverksemd"";""2022K4"";""Ledige stillingar, endring frå året før"";-1700"
"""41-43 Byggje- og anleggsverksemd"";""2022K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,7"
"""41-43 Byggje- og anleggsverksemd"";""2023K1"";""Ledige stillingar"";9600"
"""41-43 Byggje- og anleggsverksemd"";""2023K1"";""Ledige stillingar (prosent)"";3,7"
"""41-43 Byggje- og anleggsverksemd"";""2023K1"";""Ledige stillingar, endring frå året før"";300"
"""41-43 Byggje- og anleggsverksemd"";""2023K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""41-43 Byggje- og anleggsverksemd"";""2023K2"";""Ledige stillingar"";11100"
"""41-43 Byggje- og anleggsverksemd"";""2023K2"";""Ledige stillingar (prosent)"";4,2"
"""41-43 Byggje- og anleggsverksemd"";""2023K2"";""Ledige stillingar, endring frå året før"";2600"
"""41-43 Byggje- og anleggsverksemd"";""2023K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,9"
"""41-43 Byggje- og anleggsverksemd"";""2023K3"";""Ledige stillingar"";9400"
"""41-43 Byggje- og anleggsverksemd"";""2023K3"";""Ledige stillingar (prosent)"";3,5"
"""41-43 Byggje- og anleggsverksemd"";""2023K3"";""Ledige stillingar, endring frå året før"";2200"
"""41-43 Byggje- og anleggsverksemd"";""2023K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""41-43 Byggje- og anleggsverksemd"";""2023K4"";""Ledige stillingar"";7000"
"""41-43 Byggje- og anleggsverksemd"";""2023K4"";""Ledige stillingar (prosent)"";2,6"
"""41-43 Byggje- og anleggsverksemd"";""2023K4"";""Ledige stillingar, endring frå året før"";200"
"""41-43 Byggje- og anleggsverksemd"";""2023K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K1"";""Ledige stillingar"";6900"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K1"";""Ledige stillingar (prosent)"";1,9"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K1"";""Ledige stillingar, endring frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K2"";""Ledige stillingar"";6700"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K2"";""Ledige stillingar (prosent)"";1,9"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K2"";""Ledige stillingar, endring frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K3"";""Ledige stillingar"";9300"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K3"";""Ledige stillingar (prosent)"";2,5"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K3"";""Ledige stillingar, endring frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K4"";""Ledige stillingar"";4700"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K4"";""Ledige stillingar (prosent)"";1,3"
"""45-47 Varehandel, motorvognreparasjonar"";""2010K4"";""Ledige stillingar, endring frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2010K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""45-47 Varehandel, motorvognreparasjonar"";""2011K1"";""Ledige stillingar"";5600"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K1"";""Ledige stillingar (prosent)"";1,6"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K1"";""Ledige stillingar, endring frå året før"";-1300"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K2"";""Ledige stillingar"";8300"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K2"";""Ledige stillingar (prosent)"";2,3"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K2"";""Ledige stillingar, endring frå året før"";1600"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K3"";""Ledige stillingar"";9700"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K3"";""Ledige stillingar (prosent)"";2,6"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K3"";""Ledige stillingar, endring frå året før"";500"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K4"";""Ledige stillingar"";6400"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K4"";""Ledige stillingar (prosent)"";1,8"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K4"";""Ledige stillingar, endring frå året før"";1700"
"""45-47 Varehandel, motorvognreparasjonar"";""2011K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,5"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K1"";""Ledige stillingar"";7100"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K1"";""Ledige stillingar (prosent)"";2"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K1"";""Ledige stillingar, endring frå året før"";1500"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K2"";""Ledige stillingar"";6900"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K2"";""Ledige stillingar (prosent)"";1,9"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K2"";""Ledige stillingar, endring frå året før"";-1400"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K3"";""Ledige stillingar"";6800"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K3"";""Ledige stillingar (prosent)"";1,9"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K3"";""Ledige stillingar, endring frå året før"";-2900"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K4"";""Ledige stillingar"";6300"
"""45-47 Varehandel, motorvognreparasjonar"";""2012K4"";""Ledige stillingar (prosent)"";1,7"
